id,node_type,sequence,scope_id,name,unknown_props,state,state_id,parent_epic_title
019dea77-e3ea-7e5a-9c12-01ab1097f9ed,comment,,019de6ad-5ac3-71f7-8a2f-1c9b9e398c2b,Stable Codex provider identity implemented,body,,,
019dea78-2932-7a13-b907-46d8e104daf4,comment,,019de6ad-5cdc-7337-b41d-f73428623e50,Codex rollout/history parser implemented,body,,,
019dea78-2be3-7ea7-ac99-fa0c08685c2f,comment,,019de6ad-5efb-781d-b504-92d9089f3550,Codex session index/discovery scanner implemented,body,,,
019dea78-30ec-7174-ba78-e51f13e1c0de,comment,,019de6ad-6104-7ac3-8e2e-67b969b53846,Codex artifact cleanup semantics implemented,body,,,
019dea78-5b95-7852-b188-958044440236,comment,,019de6ad-6321-7d26-80a3-915bb9374af8,Codex resume semantics aligned,body,,,
019dea80-feb5-74b7-b5ef-24d34ad54cbf,comment,,019dd844-9690-7b28-8913-6104b9eb7412,Implemented proto split,body,,,
019deac3-c2e1-70a1-9ac7-de4fd505357f,comment,,019deaa3-8ddc-73d1-8fbd-2303379d88b3,Codex prompt-off validation evidence,body,,,
019deac3-c49d-7321-98a5-a3c3536ef2cf,comment,,019deaa3-cd43-7dac-9a7a-cbd5a864ee2a,Codex base prompt-off validation evidence,body,,,
019deac3-c64c-7620-b636-cd536e1a2f16,comment,,019deaa3-ed1c-7df2-b234-93a0b607c82a,Cache hit-rate measurement evidence,body,,,
019dc5ed-941c-7715-8a48-0c713a8f5de3,issue,1,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Initial Clyde scaffold and v0.2.0 release,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-e47d-73a2-99ae-3e520f82cfdb,issue,1,019dc5ed-6af0-793f-add4-1d8964129c8f,"Fan control: ""Overdrive on"" / ""Underdrive on"" with correct spelling, hide overdrive badges when fan control is off",parent_epic_title;state,open,,App: Fan control app for macOS (TG Pro replacement)
019dc5ed-9b31-77bd-90a0-75b6292df24e,issue,10,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Hook notify subcommand and full hook event logging,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-9bc5-7985-a346-169983668c59,issue,11,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Zellij tab status integration (reverted),parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-9c7a-7c5e-9c56-8e14772984cf,issue,12,019dc5ed-6bf8-7562-a732-9b83a8f8909f,"ls perf, git branch auto-naming, accurate last-used",parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-9d18-7afb-8797-4b660abe1077,issue,13,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Interactive codebase tours (removed),parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-f0ad-7052-a56c-aa8692ee2ecc,issue,13,019dc5ed-6825-79fb-a0c5-8140813b00fb,"Domain layer rewrite around Node, PropertyDef, Relationship primitives (shipped)",parent_epic_title;state,done,,"Domain layer rewrite: 3 primitives (Node, Property, Relationship), 345 violations to zero"
019dc5ed-9db9-794a-9660-4fdf8a8e765e,issue,14,019dc5ed-6bf8-7562-a732-9b83a8f8909f,"Fix walk-up stop at $HOME, add --effort and --model flags",parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-9e78-766e-a51e-b01dd436f0f6,issue,15,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Sticky session settings and fork UUID fix,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-9f15-7d86-a5d8-0c5318b8d8cb,issue,16,019dc5ed-6bf8-7562-a732-9b83a8f8909f,"Cut down features: remove system prompt, stats, tours",parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-9fa3-71d5-acd2-cf585c4d3609,issue,17,019dc5ed-6bf8-7562-a732-9b83a8f8909f,1M context window normalization (opus[1m]),parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019de6a8-e11c-7bcf-a6d7-c8c458e41771,issue,174,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Split logs into concern-specific files for debug ergonomics,progress;status,,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,
019dc5ed-a065-7b00-9361-109b2de6c991,issue,18,019dc5ed-6bf8-7562-a732-9b83a8f8909f,clyde adopt + drop-in claude compatibility,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Per-session model isolation via daemon
019de6b0-6d9b-7e60-8618-abdbdba5ad5e,issue,183,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Adapter should never surface Cursor generic API-key/rate-limit toast when daemon is alive,Description;state,CLYDE::Done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,
019de6c5-03a0-70e6-8011-6368555c883a,issue,184,019dc5ed-6bf8-7562-a732-9b83a8f8909f,"Complete Claude background harness keepalive, tmux, and remote-control support",status,,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,
019de6ce-4eab-7811-8348-bcc58d12ec50,issue,185,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Log /v1/models catalog fingerprint for Cursor model-cache debugging,status,,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,
019de6e2-4f22-7e9d-8306-5a3f45bccee0,issue,188,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Migrate all slog call sites to explicit concern loggers and remove prefix shim,progress;status,,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,
019dc5ed-a185-7284-b027-cc03657ddb67,issue,19,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Centralize session storage in XDG data dir,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Per-session model isolation via daemon
019dc5ed-94a3-71e0-9751-65fadcef9ba6,issue,2,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Permission mode shortcuts and --fast preset,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-e512-7e10-becd-fbee108be207,issue,2,019dc5ed-6af0-793f-add4-1d8964129c8f,Fan control: max-fan button following HIG naming,parent_epic_title;state,open,,App: Fan control app for macOS (TG Pro replacement)
019dc5ed-a23b-7243-82bb-36ca82286e9b,issue,20,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Daemon redeploy monitor + install kill,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Per-session model isolation via daemon
019dc5ed-a2d2-74f1-aa59-67e304e8eaba,issue,21,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Async cached token counting with disk persistence,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,TUI rewrite on raw tcell
019dc5ed-a35a-7996-ab46-312525a62de7,issue,22,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Accurate token ledger with API + tiktoken side-by-side,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,TUI rewrite on raw tcell
019dc5ed-a3dd-7cc8-9aa9-7772b0f3a02f,issue,23,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Cross-project session discovery and scanner tests,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Daemon-mediated session registry with notification stream
019dc5ed-a4a3-71b9-8b01-840919db85eb,issue,24,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Daemon context summary (LLM-driven) with sanitized scratch env,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Daemon-mediated session registry with notification stream
019dc5ed-a563-7ad0-a834-d1f9e61dfce8,issue,25,019dc5ed-6bf8-7562-a732-9b83a8f8909f,OAuth bucket impersonation of claude-cli,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-a60b-70ab-a439-e72d035b2057,issue,26,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Chatemit package and in-band rate-limit notices,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-a6b6-7c8a-ba90-e81442cec5b9,issue,27,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Agent-loop tool_use/tool_result passthrough + /v1/models context_length,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-a74b-77c1-a682-dd0d5a2202d1,issue,28,019dc5ed-6bf8-7562-a732-9b83a8f8909f,OAuth manager auto-relogin on invalid_grant,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-a8bd-7dac-b40a-72f5aed33ae9,issue,29,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Deterministic --session-id for claude -p fallback + cache-usage mirror,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-952e-72a5-be25-f86dfa342c34,issue,3,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Ghost session cleanup and resume-on-existing prompt,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-e5d8-7b89-94c7-937ca56214d9,issue,3,019dc5ed-6af0-793f-add4-1d8964129c8f,"Fan control: don't call it ""battery"", user's actual battery low state distinct",parent_epic_title;state,open,,App: Fan control app for macOS (TG Pro replacement)
019dc5ed-a955-7696-b0cb-b38a66cbce2b,issue,30,019dc5ed-6bf8-7562-a732-9b83a8f8909f,CLI restructure into cmd/clyde + internal packages,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-a9f0-79c3-9185-bfcc67d9e3c0,issue,31,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Webapp HTTP server,parent_epic_title;state,in_progress,019dd22f-7b10-71a1-978e-69000aef4d82,Clyde: power-user companion for Claude Code
019dc5ed-aae4-7217-badd-28d3c42a8eb9,issue,32,019dc5ed-6bf8-7562-a732-9b83a8f8909f,"Packaging overhaul: plist, goreleaser v2, release workflow",parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-ab6c-73e7-8cf4-5aaf40840c4b,issue,33,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Multi-layer search pipeline with configurable depth,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,LLM-powered conversation search (MCP-surfaced)
019dc5ed-ac01-7a90-8306-516f1a7f2b01,issue,34,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Configurable embedding model and bench-embed,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,LLM-powered conversation search (MCP-surfaced)
019dc5ed-ace9-7a1e-94c4-c2a36d961f98,issue,35,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Transcript parser: array-format user content,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,LLM-powered conversation search (MCP-surfaced)
019dc5ed-ad73-7059-a027-42f366665598,issue,36,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Session display names and auto-name command,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-ae08-7250-b84a-21775158af61,issue,37,019dc5ed-6bf8-7562-a732-9b83a8f8909f,"Rename from ""clotilde"" to ""clyde""",parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-b02d-7f34-86d6-939f483699f3,issue,38,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Migrate logging to gklog and LoggingConfig.Level,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-b111-7cb4-9f7e-79d7898a1fee,issue,39,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Clyde-tui-qa harness and sessionctx package,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-95f8-7a33-a98c-48db0bc68062,issue,4,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Named session profiles,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-e732-7310-9c7b-a47f149a5692,issue,4,019dc5ed-6af0-793f-add4-1d8964129c8f,Fan control: full-battery default mode by default,parent_epic_title;state,open,,App: Fan control app for macOS (TG Pro replacement)
019dc5ed-b1b1-7f22-9fd5-2d50cde0912c,issue,40,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Adapter prompt-caching plan doc,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-b23e-7170-b568-62bb2027e1d8,issue,41,019dc5ed-6bf8-7562-a732-9b83a8f8909f,vanity import for goodkind.io/lmctl,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-b301-72d8-9928-76a7378e691c,issue,42,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Cost accounting bonus: microcents-per-token integer math across paths,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-b39d-74e2-a62f-cfe81f8ace96,issue,43,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Fallback transcript synthesis so claude -p hits the prompt cache,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-b42b-7233-b80d-11f5f11de74d,issue,44,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Prompt-cache scope field (global/org) on CLI prefix only,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-b501-7ed7-bdae-91a8a9316d37,issue,45,019dc5ed-6bf8-7562-a732-9b83a8f8909f,clyde cost CLI wrapper (deferred),parent_epic_title;state,open,019dd22f-7b10-71a1-978e-69000aef4d82,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-b65b-753e-b65b-5e01a791045b,issue,46,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Live end-to-end validation of prompt cache via TUIQA + Cursor,parent_epic_title;state,open,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-b70b-72fc-9e83-51e4189b6385,issue,47,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Binary-search for /context boundary step produced identical probes,parent_epic_title;state,open,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Compact command for transcript boundary manipulation
019dc5ed-b7a2-7e73-a0d1-42e7fd5011b6,issue,48,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Prompt-handoff pattern: write strict prompts to disk for fresh agents,parent_epic_title;state,open,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-b838-7f2d-bd02-57ab1ead44fe,issue,49,019dc5ed-6bf8-7562-a732-9b83a8f8909f,"Swift-native versus non-native testing: evaluate by fidelity, not dogma",parent_epic_title;state,open,019dd22f-7b10-71a1-978e-69000aef4d82,Clyde: power-user companion for Claude Code
019dc5ed-96a1-7c80-9dcc-9dbf6b0cfa1d,issue,5,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Session context injection via --context flag,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-e7e1-7730-8624-7faf774dcd3e,issue,5,019dc5ed-6af0-793f-add4-1d8964129c8f,Fan control: another HIG pass on the UI,parent_epic_title;state,open,,App: Fan control app for macOS (TG Pro replacement)
019dc5ed-b8f9-7382-9bd9-67087dbe5f27,issue,50,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Session resume must restore CWD and tolerate non-Clyde sessions,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Per-session model isolation via daemon
019dc5ed-b991-74d6-83d0-1c7fe5a67f96,issue,51,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Shell-integration regression: cd/ls broken under Claude bash,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-ba20-71b5-8dd7-5621bd927893,issue,52,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Remote control (--remote-control) for IDE extensions (VS Code / Cursor),parent_epic_title;state,open,019dd22f-7b10-71a1-978e-69000aef4d82,Clyde: power-user companion for Claude Code
019dc5ed-bad1-741c-8780-364cc6c5a1cf,issue,53,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Dotfiles sync for Claude config from Cursor single source of truth,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-bb68-72d5-8e2d-b610df0727c9,issue,54,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Scratch/context secrets leak risk in daemon LLM summary path,parent_epic_title;state,open,019dd22f-7b10-71a1-978e-69000aef4d82,Daemon-mediated session registry with notification stream
019dc5ed-bbe9-7744-a3ce-c28fdfd3eb6f,issue,55,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Unified session resolution: name / display name / UUID / substring,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,LLM-powered conversation search (MCP-surfaced)
019dc5ed-bc86-7066-bc04-e765f9a98c90,issue,56,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Embedding model swap: snowflake-arctic-embed-l replaces nomic,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,LLM-powered conversation search (MCP-surfaced)
019dc5ed-bd59-7754-a92f-a3f0b75a8b09,issue,57,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Tool-use concurrency API Error 400 on MCP notifications,parent_epic_title;state,open,019dd22f-7b01-79bd-a529-65f0d1367a1c,LLM-powered conversation search (MCP-surfaced)
019dc5ed-bde4-757d-9d3f-0fad69959cbf,issue,58,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Compaction amnesia: preserve decisions across summarization,parent_epic_title;state,open,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-be6d-70d0-9b38-cc09a8ebe3ad,issue,59,019dc5ed-6bf8-7562-a732-9b83a8f8909f,SessionStart hook exits 127 when clyde binary missing,parent_epic_title;state,open,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Per-session model isolation via daemon
019dc5ed-986a-7312-b2bc-052d8069bbac,issue,6,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Session stats command and stats recording,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-e867-7399-8b17-fff9c6b1115e,issue,6,019dc5ed-6af0-793f-add4-1d8964129c8f,Fan control: read fan location labels from SMC F0ID / F1ID,parent_epic_title;state,open,,App: Fan control app for macOS (TG Pro replacement)
019dc5ed-bf43-7daa-acf5-1f32a5cda6df,issue,60,019dc5ed-6bf8-7562-a732-9b83a8f8909f,bridge_status system event in transcript surfaces claude.ai URL,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,"Remote control: per-session settings, bridge watcher, sidecar"
019dc5ed-bfcf-76a9-adcf-7f091323746f,issue,61,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Plane API capture via server-side logging (deferred),parent_epic_title;state,open,019dd22f-7b10-71a1-978e-69000aef4d82,Clyde: power-user companion for Claude Code
019dc5ed-9911-79eb-a280-2cb76f9fbbbb,issue,7,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Global setup flow and SessionStart hook registration,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dd4b4-62e9-77aa-99b0-6848a4c606dd,issue,76,019dc5ed-6925-7aa3-84b3-f430587aac1b,wg_health: dynamic peer-endpoint nft set maintenance (investigatory),status,,,
019dd4b4-9a81-7cdd-8b5b-dab23ef21300,issue,77,019dc5ed-6925-7aa3-84b3-f430587aac1b,WG path consistency via OPNsense pf route-to (investigatory),status,,,
019dd4b9-a8ae-722f-96ee-52cf48951331,issue,78,019dc5ed-6925-7aa3-84b3-f430587aac1b,Health-driven BGP route withdrawal (or OSPF) for mwan agents,status,,,
019dd4ba-eee7-72ab-a7a1-aeaf0ccdcd48,issue,79,019dc5ed-6925-7aa3-84b3-f430587aac1b,Deep sweep of docs in configs repo and align with current state,status,,,
019dc5ed-99b7-7899-93c0-6860df37d469,issue,8,019dc5ed-6bf8-7562-a732-9b83a8f8909f,HTML session export,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-9aa8-7d0d-ba78-2061d6f3a7f4,issue,9,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Auto-generated session names with date prefix,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-f37b-7dd6-9bd3-4e2308552090,issue,90,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Forward-to-claude entrypoint and compact summarization helper,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,Clyde: power-user companion for Claude Code
019dc5ed-f4d1-756c-8855-165279c97c79,issue,91,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Daemon-owned OAuth refresh at 4h interval with TTY-gated autoRelogin,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ed-f559-7b53-b9c4-170ea6e105e4,issue,92,019dc5ed-6bf8-7562-a732-9b83a8f8909f,Chatemit package with in-band Anthropic rate-limit notices and X-Clyde-Backend override,parent_epic_title;state,done,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,OpenAI-compatible adapter with Anthropic backend and claude -p fallback
019dc5ee-9507-761f-8e3f-002ea59c5759,issue,93,019dc5ed-6bf8-7562-a732-9b83a8f8909f,TUI usability (P0),parent_epic_title;state,open,019dd22f-7b0a-7d23-b60d-81982b4e5e9e,TUI
